,num_above_peaks_AF3,num_above_peaks_AF4,variance_AF3,variance_AF4,label
78,1,0,357.96225983544065,560.1760433863162,baseline
79,2,1,845.3155958248263,452.30317900251936,baseline
80,1,1,398.2452318262865,313.2941777924165,baseline
81,1,1,389.31671397393603,504.92873115186535,baseline
82,0,1,345.7131129604793,376.93512926380384,baseline
83,2,1,287.1179437984997,406.13921040794054,baseline
84,0,2,297.1070785140512,265.7555843588007,baseline
85,0,1,396.49727610637603,313.88337561690327,baseline
86,0,1,346.03065087131694,341.9999607913983,baseline
87,0,0,1264.1187918616192,4789.228927430768,baseline
88,1,0,453.05197718326525,1487.8371790883189,baseline
89,1,1,349.945032031566,538.065682015794,baseline
90,1,1,308.4353659125853,316.2595604368213,baseline
91,0,0,2628.508171592105,7078.234667377632,baseline
92,0,0,512.3875422224233,632.0375052546333,baseline
93,1,0,443.93947516903825,399.61616885734884,baseline
94,1,2,358.5767976838552,388.63441595557805,baseline
95,1,1,301.3444885971835,217.7592664194534,baseline
96,1,1,916.7485916704376,1342.1380528987522,baseline
97,0,0,514.7733622678087,498.8014501652486,baseline
98,0,0,384.8369937460243,478.80730798456125,baseline
99,1,1,1000.1354457465768,515.9139588675177,baseline
100,0,0,920.5728927984002,1279.8188061878477,baseline
101,0,0,1562.7365168894073,1520.3378636526365,baseline
102,1,1,366.2757405342242,377.6069839043374,baseline
103,0,1,446.9590440191652,327.5199710770249,baseline
104,1,1,342.6401100522178,330.16234839332617,baseline
105,0,1,489.9974218791252,580.9321341140183,baseline
106,2,1,838.6998482783247,682.8223429735029,baseline
107,0,0,1328.6194170758536,455.2931000382243,baseline
108,1,0,476.6637254714526,281.9782612475715,baseline
109,2,2,1246.788803435356,1478.266426088534,baseline
110,0,1,594.8836547080408,628.5454111498774,baseline
111,1,1,324.572093290121,349.9327736958449,baseline
112,0,0,872.4262537782791,1279.286490806446,baseline
113,0,1,575.9892259979187,516.3963078155369,baseline
114,1,1,284.5658267773088,269.0325192591325,baseline
115,1,1,272.78569934170156,921.1347800473351,baseline
116,1,1,292.50231359870116,393.32893140567813,baseline
117,1,0,370.68137923248474,415.1712037270418,baseline
118,1,1,283.1939665587473,431.6676488053391,baseline
119,0,0,8590.622689981219,10528.738026835814,baseline
120,1,0,298.2671726636434,290.70749378318055,baseline
121,0,0,306.9335072565583,360.75244084664473,baseline
122,1,1,358.76848755653003,362.47892445693327,baseline
123,2,1,557.6178116893041,430.7675571405323,baseline
124,0,0,491.6736015660766,364.7366620570353,baseline
125,1,1,424.3994220120172,416.4433732084251,baseline
126,0,0,910.9445665917195,4240.195161708313,baseline
127,1,1,455.48408080866636,358.72478072172413,baseline
128,0,0,579.4353894254498,11742.538148198071,baseline
129,1,1,441.87566939697103,431.2275917868075,baseline
130,0,0,314.90839771489334,441.8808255632457,baseline
131,0,0,2435.6545518855723,8233.07586442773,baseline
132,1,1,406.2713861966115,319.83746805375205,baseline
133,1,0,334.5742804000081,388.91799162936127,baseline
134,0,1,359.77761130040926,369.3677348029452,baseline
135,0,0,2658.1242704355363,2512.561110631521,baseline
136,0,0,476.0669431188817,509.9215154024263,baseline
137,0,1,401.9656082325303,354.6196720670813,baseline
138,1,1,525.9794145919841,552.1196424226881,baseline
139,1,0,782.7809305955279,3837.499871145869,baseline
140,0,2,297.82285623999724,358.9464125775993,baseline
141,1,1,334.8672742787508,439.8312161626836,baseline
142,0,2,347.78188781547243,373.6288597190867,baseline
143,2,0,725.3561585541087,1225.7091400918353,baseline
144,1,1,516.3998760512816,544.585499729828,baseline
145,0,0,591.9723778168479,562.5682236423236,baseline
146,0,1,302.334438526358,242.5023068321029,baseline
147,1,0,573.3413271307539,471.1364692813081,baseline
148,1,2,394.900093350818,449.9346542723392,baseline
149,1,0,331.1036240452556,319.01784761563385,baseline
150,0,0,2248.367407628019,6063.902178677344,baseline
151,2,1,617.4851993623525,540.4288196372195,baseline
152,1,1,262.79270801020573,351.7676546187273,baseline
153,1,0,121743.30759912549,107791.81395394575,baseline
154,2,2,3432.4153470657475,1728.4099025042544,baseline
155,3,3,3926.7420733527847,2245.548160864746,baseline
156,1,1,352.4709190355777,484.0823307989692,baseline
157,0,1,882.2420428342901,615.4783141972001,baseline
158,1,0,568.3889856061297,697.7062459104999,baseline
159,1,1,327.7706292858146,383.71969848246016,baseline
160,1,1,2047.2081779105981,748.7396199247663,baseline
161,0,0,2748.9678959481416,3131.3706200204088,baseline
162,0,0,866.3640696603635,1133.5971364899863,baseline
163,1,1,391.67652952522684,324.6406832851297,baseline
164,1,1,419.3634907241154,409.03073855396616,baseline
165,1,1,1353.9701996117624,740.5115642293864,baseline
166,0,1,12582.685255026561,344.13882889095714,baseline
167,1,0,417.9891898280243,491.4767795462777,baseline
168,1,1,1457.860573441778,1633.2797718023128,baseline
169,2,1,329.56628203725694,396.1346347590848,baseline
170,0,0,363.34033478095614,343.5451830529593,baseline
171,0,0,16520.054050065053,52584.1117400683,baseline
172,1,0,379.95838881795436,925.4671175956847,baseline
173,1,1,406.31263772674765,519.8302694548307,baseline
